mold_name,timestamp,material_name,machine_tonnage,cycle_number,hopper_temp,nozzle_temp,H1,H2,H3,mold_core_temp,mold_cavity_temp,inj_speed1,inj_speed2,inj_speed3,actual_inj_pressure,vp_transition,inj_time_actual,holding_pressure_stage1,holding_pressure_stage2,holding_pressure_stage3,screw_rpm,back_pressure,decompression_speed,decompression_distance,cushion_size,clamp_force,mold_close_speed,mold_protection_pressure,ejection_stroke,ejection_speed,cooling_time,mold_open_reset_time,part_weight,shot_weight,screw_diameter,total_cycle_time,Hopper_State,Barrel_Heater_State,Screw_State,Injection_Unit_State,Hydraulic_System_State,Clamp_Unit_State,Mold_State,Cooling_System_State,Ejector_System_State
Rectangular Food Container,54:51.4,"Polypropylene (PP - High Flow, MFI 45+)",300,240,35,239,239,224,209,12,16,458,435,304,2023,6.7,0.29,595,0,0,220,43,25,4.1,3.4,270,749,17,80,81,2.6,1.29,15.7,58.5,55,4.69,0,0,0,0,0,0,0,0,1
Rectangular Food Container,54:56.0,"Polypropylene (PP - High Flow, MFI 45+)",300,241,33,240,238,220,210,13,16,432,441,298,1922,6.2,0.31,560,0,0,207,41,24,4,3.2,267,734,16,79,80,2.57,1.32,14.7,57.6,55,4.71,0,0,0,0,0,0,0,0,1
Rectangular Food Container,55:00.8,"Polypropylene (PP - High Flow, MFI 45+)",300,242,34,239,238,223,206,13,16,436,420,302,2005,6.6,0.29,580,0,0,215,43,24,4.1,3.3,266,765,16,80,82,2.74,1.37,15.4,57.9,55,4.8,0,0,0,0,0,0,0,0,1
Rectangular Food Container,55:05.6,"Polypropylene (PP - High Flow, MFI 45+)",300,243,34,239,236,223,206,13,16,422,435,296,1883,7,0.31,553,0,0,216,41,24,3.9,3.3,267,743,17,80,86,2.69,1.41,15,58.6,55,4.88,0,0,0,0,0,0,0,0,1
Rectangular Food Container,55:10.4,"Polypropylene (PP - High Flow, MFI 45+)",300,244,34,239,239,224,204,13,15,441,437,289,1969,7,0.31,573,0,0,213,42,24,4,3.3,267,797,17,83,78,2.66,1.36,14.8,58.4,55,4.85,0,0,0,0,0,0,0,0,1
Rectangular Food Container,55:15.3,"Polypropylene (PP - High Flow, MFI 45+)",300,245,33,239,237,221,205,12,16,415,424,291,1936,6.6,0.31,589,0,0,199,41,24,4.2,3.1,261,781,17,82,79,2.56,1.34,15.1,59.3,55,4.72,0,0,0,0,0,0,0,0,1
Rectangular Food Container,55:20.0,"Polypropylene (PP - High Flow, MFI 45+)",300,246,33,240,238,223,207,13,16,424,432,270,1899,6.3,0.3,553,0,0,213,41,25,4.1,3.3,263,743,17,78,77,2.53,1.32,15,59.3,55,4.72,0,0,0,0,0,0,0,0,1
Rectangular Food Container,55:24.7,"Polypropylene (PP - High Flow, MFI 45+)",300,247,33,239,236,222,207,13,17,422,447,297,1991,6.9,0.3,562,0,0,207,43,24,4.2,3.5,264,788,17,81,79,2.57,1.3,15.1,58,55,4.59,0,0,0,0,0,0,0,0,1
Rectangular Food Container,55:29.3,"Polypropylene (PP - High Flow, MFI 45+)",300,248,33,239,237,223,208,13,16,451,440,277,1934,6.7,0.28,552,0,0,214,44,24,4.2,3.3,267,725,17,86,78,2.73,1.31,15.2,59,55,4.87,0,0,0,0,0,0,0,0,1
Rectangular Food Container,55:34.2,"Polypropylene (PP - High Flow, MFI 45+)",300,249,33,239,239,222,207,13,15,434,445,283,1931,6.6,0.3,569,0,0,217,41,24,4.4,3.2,257,768,16,84,84,2.62,1.34,15.3,57.1,55,4.76,0,0,0,0,0,0,0,0,1
Rectangular Food Container,55:38.9,"Polypropylene (PP - High Flow, MFI 45+)",300,250,36,239,238,224,207,13,16,433,438,290,1985,6.6,0.3,582,0,0,215,39,25,4.1,3.2,260,738,16,80,79,2.57,1.33,14.9,54.9,55,4.64,0,0,0,0,0,0,0,0,1
Rectangular Food Container,55:43.6,"Polypropylene (PP - High Flow, MFI 45+)",300,251,35,239,238,221,206,13,16,458,448,308,2041,6.6,0.31,578,0,0,212,41,24,4,3.4,270,771,16,81,78,2.54,1.28,15.2,58.8,55,4.58,0,0,0,0,0,0,0,0,1
Rectangular Food Container,55:48.2,"Polypropylene (PP - High Flow, MFI 45+)",300,252,35,240,241,223,207,12,16,446,430,293,1989,6.9,0.3,566,0,0,208,42,25,4.2,3.2,261,806,17,84,79,2.57,1.35,14.8,57.6,55,4.7,0,0,0,0,0,0,0,0,1
Rectangular Food Container,55:52.9,"Polypropylene (PP - High Flow, MFI 45+)",300,253,34,238,237,226,208,13,16,442,440,296,1961,6.8,0.3,575,0,0,199,41,24,4.3,3.2,259,740,17,83,80,2.56,1.29,15.3,58.3,55,4.59,0,0,0,0,0,0,0,0,1
Rectangular Food Container,55:57.4,"Polypropylene (PP - High Flow, MFI 45+)",300,254,33,238,238,223,207,13,16,436,429,302,1939,7,0.29,519,0,0,214,42,24,4.1,3.2,268,823,16,85,82,2.54,1.3,14.6,56.4,55,4.57,0,0,0,0,0,0,0,0,1
Rectangular Food Container,56:02.0,"Polypropylene (PP - High Flow, MFI 45+)",300,255,32,238,236,223,205,13,16,415,433,278,2020,6.6,0.3,596,0,0,210,42,25,4.3,3.4,260,744,17,81,83,2.61,1.36,14.8,57,55,4.8,0,0,0,0,0,0,0,0,1
Rectangular Food Container,56:06.8,"Polypropylene (PP - High Flow, MFI 45+)",300,256,34,238,237,224,210,12,16,444,442,277,2047,7,0.28,596,0,0,214,41,24,4.4,3.4,262,741,17,82,86,2.56,1.36,15.1,55.8,55,4.7,0,0,0,0,0,0,0,0,1
Rectangular Food Container,56:11.5,"Polypropylene (PP - High Flow, MFI 45+)",300,257,34,238,239,220,207,12,16,409,451,288,1930,7.1,0.29,571,0,0,196,43,24,4.3,3.2,268,707,16,83,80,2.6,1.39,15.2,57.4,55,4.74,0,0,0,0,0,0,0,0,1
Rectangular Food Container,56:16.3,"Polypropylene (PP - High Flow, MFI 45+)",300,258,35,238,239,220,204,13,16,431,412,286,1975,6.5,0.29,558,0,0,206,41,25,3.9,3.3,273,770,17,83,80,2.67,1.32,14.5,56.6,55,4.77,0,0,0,0,0,0,0,0,1
Rectangular Food Container,56:21.0,"Polypropylene (PP - High Flow, MFI 45+)",300,259,35,239,238,224,208,13,16,435,418,287,2013,6.8,0.3,581,0,0,213,41,25,4.1,3.2,268,747,17,83,79,2.56,1.37,15,57.5,55,4.77,0,0,0,0,0,0,0,0,1
Rectangular Food Container,56:25.8,"Polypropylene (PP - High Flow, MFI 45+)",300,260,35,238,236,224,206,13,16,462,450,285,1951,7,0.3,554,0,0,224,40,24,4.2,3.2,272,770,17,81,79,2.63,1.29,14.9,57.3,55,4.67,0,0,0,0,0,0,0,0,1
Rectangular Food Container,56:30.5,"Polypropylene (PP - High Flow, MFI 45+)",300,261,35,238,238,222,203,13,16,427,439,276,1843,6.6,0.3,553,0,0,216,42,24,4,3.2,264,726,17,81,78,2.65,1.34,15.1,57.7,55,4.78,0,0,0,0,0,0,0,0,1
Rectangular Food Container,56:35.2,"Polypropylene (PP - High Flow, MFI 45+)",300,262,34,240,236,223,206,13,15,454,441,290,1879,6.7,0.3,594,0,0,217,41,24,3.9,3.2,266,766,16,82,79,2.5,1.31,14.8,58.3,55,4.65,0,0,0,0,0,0,0,0,1
Rectangular Food Container,56:39.9,"Polypropylene (PP - High Flow, MFI 45+)",300,263,34,239,238,224,208,13,16,425,412,297,1985,6.9,0.32,577,0,0,225,43,23,4.4,3.5,262,711,16,78,81,2.62,1.27,15.2,55.7,55,4.6,0,0,0,0,0,0,0,0,1
Rectangular Food Container,56:44.5,"Polypropylene (PP - High Flow, MFI 45+)",300,264,35,240,237,225,205,13,15,446,402,288,1892,6.5,0.29,579,0,0,214,42,25,4.1,3.1,262,726,17,80,81,2.74,1.33,15,57.5,55,4.93,0,0,0,0,0,0,0,0,1
Rectangular Food Container,56:49.4,"Polypropylene (PP - High Flow, MFI 45+)",300,265,34,239,237,221,203,12,16,437,433,265,1918,6.5,0.3,612,0,0,206,43,24,4,3.3,268,752,16,81,76,2.61,1.36,15.1,56.6,55,4.67,0,0,0,0,0,0,0,0,1
Rectangular Food Container,56:54.1,"Polypropylene (PP - High Flow, MFI 45+)",300,266,34,238,239,221,206,13,16,409,422,293,2003,6.7,0.32,571,0,0,221,42,26,4.1,3.3,268,756,17,83,84,2.65,1.31,15,57.3,55,4.82,0,0,0,0,0,0,0,0,1
Rectangular Food Container,56:58.9,"Polypropylene (PP - High Flow, MFI 45+)",300,267,35,238,241,221,209,13,16,429,436,282,1910,6.9,0.31,547,0,0,214,43,24,4.2,3.3,267,807,16,81,82,2.57,1.39,14.8,59.1,55,4.79,0,0,0,0,0,0,0,0,1
Rectangular Food Container,57:03.7,"Polypropylene (PP - High Flow, MFI 45+)",300,268,35,240,238,222,203,12,16,410,421,279,1938,6.6,0.31,588,0,0,213,41,25,4.2,3.3,274,748,16,81,78,2.63,1.31,15.1,58.1,55,4.78,0,0,0,0,0,0,0,0,1
Rectangular Food Container,57:08.5,"Polypropylene (PP - High Flow, MFI 45+)",300,269,35,239,239,224,206,13,16,421,422,292,1991,7,0.31,603,0,0,215,41,23,4,3.1,271,755,16,81,83,2.49,1.32,14.8,58.4,55,4.59,0,0,0,0,0,0,0,0,1
Rectangular Food Container,57:13.1,"Polypropylene (PP - High Flow, MFI 45+)",300,270,34,238,238,222,206,13,16,413,412,288,1899,6.9,0.3,547,0,0,209,42,24,4.1,3.2,269,782,17,81,82,2.56,1.41,15.1,57.3,55,4.71,0,0,0,0,0,0,0,0,1
Rectangular Food Container,57:17.8,"Polypropylene (PP - High Flow, MFI 45+)",300,271,34,238,237,223,209,13,16,388,440,279,1869,6.7,0.29,593,0,0,210,42,24,4.3,3.1,264,735,17,80,74,2.52,1.32,15,58.5,55,4.66,0,0,0,0,0,0,0,0,1
Rectangular Food Container,57:22.4,"Polypropylene (PP - High Flow, MFI 45+)",300,272,35,238,240,222,207,13,16,411,435,272,1982,6.6,0.31,560,0,0,218,43,25,4.2,3.1,267,748,16,83,79,2.59,1.29,14.6,56.7,55,4.62,0,0,0,0,0,0,0,0,1
Rectangular Food Container,57:27.1,"Polypropylene (PP - High Flow, MFI 45+)",300,273,36,239,239,223,205,13,16,436,449,276,2016,7,0.3,564,0,0,203,40,24,4.1,3.3,258,772,17,83,80,2.64,1.33,15.2,58.4,55,4.75,0,0,0,0,0,0,0,0,1
Rectangular Food Container,57:31.8,"Polypropylene (PP - High Flow, MFI 45+)",300,274,33,240,237,225,206,13,16,427,423,280,1759,6.7,0.28,559,0,0,203,39,24,4.2,3.2,262,738,17,85,77,2.57,1.34,15.3,58,55,4.67,0,0,0,0,0,0,0,0,1
Rectangular Food Container,57:36.5,"Polypropylene (PP - High Flow, MFI 45+)",300,275,34,237,238,220,207,13,16,434,428,271,2023,6.5,0.29,574,0,0,215,42,22,4,3.1,252,785,17,85,81,2.57,1.37,15.3,60.2,55,4.82,0,0,0,0,0,0,0,0,1
Rectangular Food Container,57:41.3,"Polypropylene (PP - High Flow, MFI 45+)",300,276,34,239,238,223,205,13,16,415,441,289,1974,6.6,0.29,535,0,0,211,42,25,4.3,3.2,269,804,17,81,81,2.57,1.32,14.7,58.1,55,4.7,0,0,0,0,0,0,0,0,1
Rectangular Food Container,57:46.0,"Polypropylene (PP - High Flow, MFI 45+)",300,277,34,238,237,221,205,13,16,445,427,285,1981,6.8,0.3,590,0,0,208,42,23,4,3.2,264,780,16,81,82,2.64,1.28,15.3,57.3,55,4.69,0,0,0,0,0,0,0,0,1
Rectangular Food Container,57:50.7,"Polypropylene (PP - High Flow, MFI 45+)",300,278,34,237,237,222,207,13,16,438,406,289,1981,6.7,0.3,564,0,0,208,39,25,4.3,3.1,261,709,17,82,84,2.53,1.37,15.2,57.2,55,4.58,0,0,0,0,0,0,0,0,1
Rectangular Food Container,57:55.3,"Polypropylene (PP - High Flow, MFI 45+)",300,279,35,238,236,224,207,12,16,439,433,282,1911,6.8,0.3,571,0,0,216,43,24,4.1,3.1,274,761,18,86,73,2.66,1.35,15.4,56.2,55,4.82,0,0,0,0,0,0,0,0,1
Rectangular Food Container,58:00.1,"Polypropylene (PP - High Flow, MFI 45+)",300,280,34,239,237,224,207,13,16,430,446,282,2040,7,0.31,563,0,0,214,42,23,4.2,3.2,260,786,17,82,77,2.65,1.26,15.2,58.2,55,4.69,0,0,0,0,0,0,0,0,1
Rectangular Food Container,58:04.8,"Polypropylene (PP - High Flow, MFI 45+)",300,281,35,239,240,219,205,12,16,467,436,278,1923,6.4,0.3,586,0,0,232,42,24,4.1,3.3,260,814,16,86,82,2.65,1.29,15,56.4,55,4.76,0,0,0,0,0,0,0,0,1
Rectangular Food Container,58:09.6,"Polypropylene (PP - High Flow, MFI 45+)",300,282,33,239,238,223,205,13,16,425,434,296,1895,7.1,0.31,574,0,0,215,43,25,4.1,3.2,256,755,16,83,77,2.61,1.35,15.1,58.2,55,4.68,0,0,0,0,0,0,0,0,1
Rectangular Food Container,58:14.2,"Polypropylene (PP - High Flow, MFI 45+)",300,283,35,237,237,222,206,12,16,434,425,289,2024,6.7,0.3,573,0,0,215,44,23,4.2,3.4,253,748,16,83,76,2.82,1.32,14.5,54.8,55,4.94,0,0,0,0,0,0,0,0,1
Rectangular Food Container,58:19.2,"Polypropylene (PP - High Flow, MFI 45+)",300,284,34,239,237,223,206,13,16,404,438,300,1867,7.1,0.31,544,0,0,212,40,25,4.1,3.3,268,775,17,80,83,2.65,1.32,15.1,58.1,55,4.75,0,0,0,0,0,0,0,0,1
Rectangular Food Container,58:23.9,"Polypropylene (PP - High Flow, MFI 45+)",300,285,34,239,238,220,205,13,16,429,444,286,1935,6.7,0.31,566,0,0,211,43,22,4.4,3.1,267,784,17,88,76,2.63,1.36,14.9,58.1,55,4.82,0,0,0,0,0,0,0,0,1
Rectangular Food Container,58:28.7,"Polypropylene (PP - High Flow, MFI 45+)",300,286,34,239,237,222,206,13,15,440,418,284,1951,6.9,0.3,549,0,0,207,43,23,4.1,3.1,269,717,16,81,80,2.56,1.28,15.3,58.1,55,4.65,0,0,0,0,0,0,0,0,1
Rectangular Food Container,58:33.4,"Polypropylene (PP - High Flow, MFI 45+)",300,287,34,239,238,221,204,13,16,427,446,274,2085,6.5,0.31,599,0,0,220,43,23,4.3,3.1,258,762,16,83,79,2.64,1.3,14.8,58.3,55,4.82,0,0,0,0,0,0,0,0,1
Rectangular Food Container,58:38.2,"Polypropylene (PP - High Flow, MFI 45+)",300,288,34,238,236,223,207,12,16,410,446,284,1912,6.9,0.29,556,0,0,211,42,24,4.2,3.2,261,751,16,80,77,2.55,1.28,14.9,58,55,4.49,0,0,0,0,0,0,0,0,1
Rectangular Food Container,58:42.7,"Polypropylene (PP - High Flow, MFI 45+)",300,289,35,239,239,223,207,13,16,423,419,289,1992,6.9,0.31,566,0,0,211,43,25,4.3,3.1,255,750,16,81,76,2.62,1.37,14.8,55.8,55,4.8,0,0,0,0,0,0,0,0,1
Rectangular Food Container,58:47.5,"Polypropylene (PP - High Flow, MFI 45+)",300,290,35,238,238,223,207,12,16,391,410,290,1921,6.8,0.31,562,0,0,217,41,24,4.3,3.1,258,739,16,86,80,2.52,1.31,14.8,55.1,55,4.56,0,0,0,0,0,0,0,0,1
Rectangular Food Container,58:52.0,"Polypropylene (PP - High Flow, MFI 45+)",300,291,35,238,237,222,207,13,16,422,434,297,1901,7.1,0.31,572,0,0,200,43,24,4.2,3.1,263,723,17,83,83,2.63,1.31,15,56.5,55,4.77,0,0,0,0,0,0,0,0,1
Rectangular Food Container,58:56.8,"Polypropylene (PP - High Flow, MFI 45+)",300,292,33,239,239,219,209,13,16,426,437,298,2053,6.7,0.3,590,0,0,197,44,25,4.1,3.1,266,719,17,83,78,2.64,1.31,14.5,57.5,55,4.71,0,0,0,0,0,0,0,0,1
Rectangular Food Container,59:01.5,"Polypropylene (PP - High Flow, MFI 45+)",300,293,35,239,237,222,205,13,16,429,419,281,2084,6.7,0.31,556,0,0,207,42,24,4.2,3.2,267,736,16,82,77,2.59,1.36,14.9,57,55,4.77,0,0,0,0,0,0,0,0,1
Rectangular Food Container,59:06.3,"Polypropylene (PP - High Flow, MFI 45+)",300,294,35,238,239,224,207,12,16,391,408,278,2012,6.9,0.31,567,0,0,208,43,25,4.3,3.2,265,760,16,84,77,2.62,1.3,15.3,57.6,55,4.68,0,0,0,0,0,0,0,0,1
Rectangular Food Container,59:11.0,"Polypropylene (PP - High Flow, MFI 45+)",300,295,33,238,235,221,202,13,16,401,456,273,1959,6.6,0.3,575,0,0,207,40,24,4.2,3.2,263,742,16,78,83,2.77,1.31,15,56.5,55,4.87,0,0,0,0,0,0,0,0,1
Rectangular Food Container,59:15.8,"Polypropylene (PP - High Flow, MFI 45+)",300,296,34,238,237,219,203,13,16,407,425,285,2031,7,0.31,553,0,0,200,43,24,4,3.2,264,792,16,83,85,2.55,1.34,14.9,57.2,55,4.79,0,0,0,0,0,0,0,0,1
Rectangular Food Container,59:20.6,"Polypropylene (PP - High Flow, MFI 45+)",300,297,34,238,236,222,205,13,16,437,423,287,1912,6.7,0.32,561,0,0,212,43,23,4.2,3.1,255,783,17,79,80,2.64,1.31,15.6,58.4,55,4.8,0,0,0,0,0,0,0,0,1
Rectangular Food Container,59:25.4,"Polypropylene (PP - High Flow, MFI 45+)",300,298,34,238,237,222,207,13,16,419,422,282,2055,7,0.3,590,0,0,207,41,24,4.1,3.1,261,753,17,83,77,2.61,1.29,15.6,57.6,55,4.68,0,0,0,0,0,0,0,0,1
Rectangular Food Container,59:30.1,"Polypropylene (PP - High Flow, MFI 45+)",300,299,34,238,237,222,206,13,15,429,437,281,2011,6.9,0.3,555,0,0,216,44,24,4,3.1,268,788,17,83,78,2.69,1.35,14.5,56.5,55,4.79,0,0,0,0,0,0,0,0,1
Rectangular Food Container,59:34.9,"Polypropylene (PP - High Flow, MFI 45+)",300,300,35,239,236,222,206,12,16,416,436,280,2012,7,0.33,558,0,0,205,42,24,4.2,2.9,267,759,17,82,85,2.61,1.28,14.7,55.2,55,4.76,0,0,0,0,0,0,0,0,1
Rectangular Food Container,59:39.7,"Polypropylene (PP - High Flow, MFI 45+)",300,301,33,238,237,220,205,13,16,427,414,281,1976,6.6,0.3,570,0,0,205,43,25,4.3,3.2,262,697,17,82,80,2.64,1.3,14.6,56.4,55,4.79,0,0,0,0,0,0,0,0,1
Rectangular Food Container,59:44.4,"Polypropylene (PP - High Flow, MFI 45+)",300,302,33,239,237,222,205,12,16,425,423,277,2049,7.1,0.33,572,0,0,225,41,24,4.1,2.9,281,762,16,80,86,2.54,1.28,14.6,57,55,4.63,0,0,0,0,0,0,0,0,1
Rectangular Food Container,59:49.1,"Polypropylene (PP - High Flow, MFI 45+)",300,303,33,237,238,221,205,13,16,408,438,266,1984,7.2,0.31,560,0,0,212,40,23,4.2,3,263,774,16,80,84,2.58,1.36,15.1,56.8,55,4.81,0,0,0,0,0,0,0,0,1
Rectangular Food Container,59:53.9,"Polypropylene (PP - High Flow, MFI 45+)",300,304,34,238,237,223,206,13,15,419,399,288,2042,7.2,0.31,541,0,0,212,44,25,3.9,2.8,274,765,16,82,80,2.66,1.3,14.7,56.6,55,4.7,0,0,0,0,0,0,0,0,1
Rectangular Food Container,59:58.6,"Polypropylene (PP - High Flow, MFI 45+)",300,305,34,238,236,222,209,13,16,430,437,265,1934,7.4,0.32,554,0,0,199,42,24,4,3.2,259,751,16,79,74,2.58,1.33,14.8,56.8,55,4.66,0,0,0,0,0,0,0,0,1
Rectangular Food Container,00:03.2,"Polypropylene (PP - High Flow, MFI 45+)",300,306,34,238,237,220,203,13,15,421,422,270,1988,7.1,0.3,561,0,0,213,43,23,4.2,2.9,263,739,17,83,77,2.72,1.37,14.9,57.5,55,4.82,0,0,0,0,0,0,0,0,1
Rectangular Food Container,00:08.1,"Polypropylene (PP - High Flow, MFI 45+)",300,307,35,238,237,221,205,12,16,438,422,285,2022,6.9,0.29,579,0,0,225,44,24,4.2,3.2,259,737,16,83,81,2.6,1.35,14.7,57.4,55,4.68,0,0,0,0,0,0,0,0,1
Rectangular Food Container,00:12.7,"Polypropylene (PP - High Flow, MFI 45+)",300,308,33,238,238,223,206,13,16,423,402,270,2002,7,0.3,522,0,0,213,42,23,4.1,2.9,269,790,19,78,84,2.67,1.36,14.8,58.2,55,4.81,0,1,0,0,0,0,0,0,1
Rectangular Food Container,00:17.5,"Polypropylene (PP - High Flow, MFI 45+)",300,309,33,239,240,224,211,13,16,447,421,259,1969,6.9,0.33,581,0,0,206,42,23,4.2,3.2,271,773,17,82,77,2.57,1.41,15.1,56.1,55,4.81,0,0,0,0,0,0,0,0,1
Rectangular Food Container,00:22.4,"Polypropylene (PP - High Flow, MFI 45+)",300,310,35,239,238,225,208,13,16,417,394,267,1964,6.9,0.3,566,0,0,205,43,24,4.3,3.1,266,745,17,83,84,2.61,1.35,15,56.6,55,4.76,0,0,0,0,0,0,0,0,1
Rectangular Food Container,00:27.1,"Polypropylene (PP - High Flow, MFI 45+)",300,311,34,240,240,226,207,13,16,419,434,265,1991,7,0.31,560,0,0,216,43,25,4.3,3.1,266,753,17,85,78,2.62,1.27,15.2,57.3,55,4.71,0,0,0,0,0,0,0,0,1
Rectangular Food Container,00:31.8,"Polypropylene (PP - High Flow, MFI 45+)",300,312,32,239,238,222,210,13,16,423,404,266,2087,7,0.31,545,0,0,212,41,23,4.2,3.3,266,782,18,85,78,2.63,1.31,15.3,57.5,55,4.77,0,0,0,0,0,0,0,0,1
Rectangular Food Container,00:36.6,"Polypropylene (PP - High Flow, MFI 45+)",300,313,35,240,239,224,208,13,16,424,426,267,1964,6.8,0.31,561,0,0,202,42,23,4.1,3.2,259,790,17,81,78,2.63,1.3,15.3,58.7,55,4.77,0,0,0,0,0,0,0,0,1
Rectangular Food Container,00:41.4,"Polypropylene (PP - High Flow, MFI 45+)",300,314,34,240,239,221,209,12,16,417,429,284,2019,6.9,0.32,580,0,0,212,42,25,4.4,3,256,773,16,82,76,2.62,1.39,15.3,56.8,55,4.84,0,0,0,0,0,0,0,0,1
Rectangular Food Container,00:46.2,"Polypropylene (PP - High Flow, MFI 45+)",300,315,35,241,240,224,211,13,16,466,440,295,1884,6.5,0.31,602,0,0,203,42,25,4.2,3.4,262,746,16,81,80,2.47,1.41,15,57.1,55,4.67,0,0,0,0,0,0,0,0,1
Rectangular Food Container,00:50.9,"Polypropylene (PP - High Flow, MFI 45+)",300,316,34,238,240,224,205,13,16,435,452,296,1902,6.7,0.28,589,0,0,208,41,23,4.1,3.2,261,765,17,82,74,2.53,1.42,15.4,60.7,55,4.68,0,0,0,0,0,0,0,0,1
Rectangular Food Container,00:55.6,"Polypropylene (PP - High Flow, MFI 45+)",300,317,34,240,239,224,208,13,16,445,421,303,2029,6.6,0.29,586,0,0,210,43,24,4.4,3.3,267,778,17,81,77,2.59,1.39,15.1,55.4,55,4.75,0,0,0,0,0,0,0,0,1
Rectangular Food Container,01:00.3,"Polypropylene (PP - High Flow, MFI 45+)",300,318,33,239,240,221,211,13,16,426,452,291,1915,6.7,0.29,570,0,0,220,42,24,4.2,3.3,267,765,16,81,77,2.68,1.29,15.1,58.4,55,4.74,0,0,0,0,0,0,0,0,1
Rectangular Food Container,01:05.1,"Polypropylene (PP - High Flow, MFI 45+)",300,319,34,240,241,224,206,13,16,422,448,270,1872,6.6,0.31,574,0,0,204,42,24,4.3,3.1,265,777,17,83,77,2.6,1.27,14.6,55.3,55,4.7,0,0,0,0,0,0,0,0,1
Rectangular Food Container,01:09.8,"Polypropylene (PP - High Flow, MFI 45+)",300,320,34,239,238,223,210,13,16,467,467,295,1947,6.5,0.31,582,0,0,218,43,24,4.2,3.3,251,758,17,81,79,2.71,1.36,15.2,56.7,55,4.95,0,0,0,0,0,0,0,0,1
Rectangular Food Container,01:14.7,"Polypropylene (PP - High Flow, MFI 45+)",300,321,34,240,239,224,209,13,16,467,429,311,1939,6.6,0.29,588,0,0,203,42,24,4.3,3.1,263,792,17,82,81,2.73,1.33,15.4,57.2,55,4.86,0,0,0,0,0,0,0,0,1
Rectangular Food Container,01:19.6,"Polypropylene (PP - High Flow, MFI 45+)",300,322,33,239,240,223,209,13,16,427,451,293,1948,6.7,0.3,589,0,0,216,42,25,4.1,3,265,764,18,82,82,2.55,1.4,15.2,58.4,55,4.79,0,0,0,0,0,0,0,0,1
Rectangular Food Container,01:24.4,"Polypropylene (PP - High Flow, MFI 45+)",300,323,34,240,241,224,210,13,16,425,422,281,1935,6.4,0.28,584,0,0,216,42,23,4.3,3.2,272,797,16,83,78,2.62,1.31,15,55.6,55,4.74,0,0,0,0,0,0,0,0,1
Rectangular Food Container,01:29.1,"Polypropylene (PP - High Flow, MFI 45+)",300,324,33,239,239,225,206,13,16,440,454,306,1898,6.4,0.29,568,0,0,210,44,25,4.4,3.1,268,774,18,82,80,2.5,1.32,15.3,57.9,55,4.61,0,0,0,0,0,0,0,0,1
Rectangular Food Container,01:33.7,"Polypropylene (PP - High Flow, MFI 45+)",300,325,35,239,240,225,209,12,16,448,414,294,1848,6.6,0.29,578,0,0,204,43,24,4.2,3.2,268,765,17,81,83,2.57,1.29,15.2,55.5,55,4.61,0,0,0,0,0,0,0,0,1
Rectangular Food Container,01:38.3,"Polypropylene (PP - High Flow, MFI 45+)",300,326,34,239,238,225,207,13,16,448,430,275,1923,6.5,0.28,580,0,0,197,43,22,4.4,3.4,261,783,16,82,82,2.64,1.25,14.7,54.3,55,4.69,0,0,0,0,0,0,0,0,1
Rectangular Food Container,01:43.0,"Polypropylene (PP - High Flow, MFI 45+)",300,327,33,240,239,226,207,13,16,435,425,289,1859,6.7,0.27,598,0,0,214,43,23,4.3,3.3,268,784,17,85,81,2.69,1.35,15.2,56.5,55,4.94,0,0,0,0,0,0,0,0,1
Rectangular Food Container,01:48.0,"Polypropylene (PP - High Flow, MFI 45+)",300,328,34,240,240,224,207,13,16,399,443,303,1876,7,0.3,571,0,0,213,41,23,4.1,3.2,279,740,16,81,83,2.54,1.26,15.2,57.6,55,4.55,0,0,0,0,0,0,0,0,1
Rectangular Food Container,01:52.5,"Polypropylene (PP - High Flow, MFI 45+)",300,329,33,239,240,224,209,13,16,433,429,297,1977,6.6,0.29,607,0,0,212,42,23,4.3,3.2,262,776,16,84,85,2.77,1.28,15,57.2,55,4.89,0,0,0,0,0,0,0,0,1
Rectangular Food Container,01:57.4,"Polypropylene (PP - High Flow, MFI 45+)",300,330,32,239,239,222,209,13,16,465,431,315,1930,6.6,0.29,589,0,0,208,42,25,4.4,3.6,250,739,18,80,80,2.63,1.34,14.9,57.9,55,4.76,0,0,0,0,0,0,0,0,1
Rectangular Food Container,02:02.1,"Polypropylene (PP - High Flow, MFI 45+)",300,331,34,239,240,224,210,13,16,442,413,298,1963,6.7,0.29,619,0,0,207,43,24,4.4,3.1,263,768,17,81,80,2.58,1.28,15.1,56.8,55,4.54,0,0,0,0,0,0,0,0,1
Rectangular Food Container,02:06.7,"Polypropylene (PP - High Flow, MFI 45+)",300,332,34,239,239,220,211,12,16,438,450,306,1924,6.7,0.29,568,0,0,213,43,23,4.3,3.2,256,766,16,85,82,2.61,1.35,15.8,59.4,55,4.73,0,0,0,0,0,0,0,0,1
Rectangular Food Container,02:11.4,"Polypropylene (PP - High Flow, MFI 45+)",300,333,34,240,239,227,210,13,16,467,433,291,1858,6.4,0.3,597,0,0,220,41,24,4.1,3.1,259,780,17,80,84,2.61,1.33,15.5,57.8,55,4.78,0,0,0,0,0,0,0,0,1
